CPT Codes,Procedure Code Category,Operative Procedure,Procedure Description,Procedure Code Descriptions
63081,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Vertebral corpectomy (vertebral body resection), partial or complete, anterior approach with decompression of spinal cord and/or nerve root(s); cervical, single segment"
63082,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Vertebral corpectomy (vertebral body resection), partial or complete, anterior approach with decompression of spinal cord and/or nerve root(s); cervical, each No changeitional segment (List separately in No changeition to code for primary procedure)"
63085,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Vertebral corpectomy (vertebral body resection), partial or complete, transthoracic approach with decompression of spinal cord and/or nerve root(s); thoracic, single segment"
63086,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Vertebral corpectomy (vertebral body resection), partial or complete, transthoracic approach with decompression of spinal cord and/or nerve root(s); thoracic, each No changeitional segment (List separately in No changeition to code for primary procedure)"
63087,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Vertebral corpectomy (vertebral body resection), partial or complete, combined thoracolumbar approach with decompression of spinal cord, cauda equina or nerve root(s), lower thoracic or lumbar; single segment"
63088,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Vertebral corpectomy (vertebral body resection), partial or complete, combined thoracolumbar approach with decompression of spinal cord, cauda equina or nerve root(s), lower thoracic or lumbar; each No changeitional segment (List separately in No changeition to code for primary procedure)"
63090,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Vertebral corpectomy (vertebral body resection), partial or complete, transperitoneal or retroperitoneal approach with decompression of spinal cord, cauda equina or nerve root(s), lower thoracic, lumbar, or sacral; single segment"
63091,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Vertebral corpectomy (vertebral body resection), partial or complete, transperitoneal or retroperitoneal approach with decompression of spinal cord, cauda equina or nerve root(s), lower thoracic, lumbar, or sacral; each No changeitional segment (List separately in No changeition to code for primary procedure)"
63101,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Vertebral corpectomy (vertebral body resection), partial or complete, lateral extracavitary approach with decompression of spinal cord and/or nerve root(s) (eg, for tumor or retropulsed bone fragments); thoracic, single segment"
63102,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Vertebral corpectomy (vertebral body resection), partial or complete, lateral extracavitary approach with decompression of spinal cord and/or nerve root(s) (eg, for tumor or retropulsed bone fragments); lumbar, single segment"
63103,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Vertebral corpectomy (vertebral body resection), partial or complete, lateral extracavitary approach with decompression of spinal cord and/or nerve root(s) (eg, for tumor or retropulsed bone fragments); thoracic or lumbar, each No changeitional segment (List separately in No changeition to code for primary procedure)"
63170,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy with myelotomy (eg, Bischof or DREZ type), cervical, thoracic, or thoracolumbar"
63172,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,Laminectomy with drainage of intramedullary cyst/syrinx; to subarachnoid space
63173,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,Laminectomy with drainage of intramedullary cyst/syrinx; to peritoneal or pleural space
63180,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy and section of dentate ligaments, with or without dural graft, cervical; 1 or 2 segments"
63182,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy and section of dentate ligaments, with or without dural graft, cervical; more than 2 segments"
63185,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,Laminectomy with rhizotomy; 1 or 2 segments
63190,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,Laminectomy with rhizotomy; more than 2 segments
63191,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,Laminectomy with section of spinal accessory nerve
63194,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy with cordotomy, with section of 1 spinothalamic tract, 1 stage; cervical"
63195,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy with cordotomy, with section of 1 spinothalamic tract, 1 stage; thoracic"
63196,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy with cordotomy, with section of both spinothalamic tracts, 1 stage; cervical"
63197,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy with cordotomy, with section of both spinothalamic tracts, 1 stage; thoracic"
63198,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy with cordotomy with section of both spinothalamic tracts, 2 stages within 14 days; cervical"
63199,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy with cordotomy with section of both spinothalamic tracts, 2 stages within 14 days; thoracic"
63200,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy, with release of tethered spinal cord, lumbar"
63250,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,Laminectomy for excision or occlusion of arteriovenous malformation of spinal cord; cervical
63251,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,Laminectomy for excision or occlusion of arteriovenous malformation of spinal cord; thoracic
63252,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,Laminectomy for excision or occlusion of arteriovenous malformation of spinal cord; thoracolumbar
63265,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy for excision or evacuation of intraspinal lesion other than neoplasm, extradural; cervical"
63266,LAM,Laminectomy,Exploration or decompression of spinal cord through excision or incision into vertebral structures,"Laminectomy for excision or evacuation of intraspinal lesion other than neoplasm, extradural; thoracic"
